Include,Exclusion reason,DOI,,Unique ID,Authors,Year,Country / Region,Funding source,Publication type,Design,Unit of assignment,Follow-up duration,Risk-of-bias tool used,Overall RoB judgment,Setting type,Population description,Baseline value,Sample size,Intervention category,Intervention category (broad),[AA] Intervention category (standardized),[JB] Intervention category (standardized),Intervention description,Core components,Intensity / dose,Implementation fidelity reported?,Implementation Description,Comparator / control condition,Estimation Method,Outcome name,Outcome Reference ,Outcome domain,Outcome definition / metric,[AA] Outcome Category (Standardized),[JB] Outcome Category (Standardized),[AA] Outcome—Intent (Standardized),[JB] Outcome—Intent (Standardized),Time point(s),Unit,Effect size,Standard Error,CI lower,CI upper,P-value,Raw data extracted,Direction of effect,Sub-groups analyzed?,Effect heterogeneity,Co-interventions / policy environment,Implementation barriers / facilitators,Notes ,Notes,JB Notes,AA check,Intervention class v1 - broad,Intervention class v2,Intervention class v3,Exclude
,,10.1097/ACM.0000000000004707,199,Mueller 2022,Mueller KL; Blomkalns AL; Ranney ML,2022,USA,"Emergency medicine foundation for firearm injury reduction in medicine at NIH R24 HD 087149, CDC R01 CE003267",Commentary,pre-post evaluation of a training curriculum,City,N/A,N/A,N/A,Mixed,first-year medical residents,percent reported formal training,148 participants,Education,hospital-based,,,interactive training program with standardized patient simulations and multispecialty collaboration,"addressing knowledge gaps, improving communication skills, exploring feasibility of firearm safety counseling",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,Firearm policy / legal change,Other firearm policy/legal,System: policy change (access-restricting/regulatory),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1007/s10657-018-9581-z,200,Munasib 2018,"Munasib, A.; Kostandini, G.; Jordan, J.L.",2018,USA,N/A,Journal article,Difference in difference,State,1999-2013,N/A,N/A,Mixed - Urban vs Rural,Residents of U.S states categorized by urbanization levels,N/A,varies by geographical level,Policy,legislation,,,SYG laws: state-wide law allowing the use of deadly force without a duty to retreat,"expansion of ""no duty to retreat"" provision outside the home",N/A,N/A,N/A,states without SYG laws or pre SYG law periods ,difference in difference,estimate of impact on SYG law on net gun deaths state level,table 2,firearm mortality,"net gun deaths per 100,000",,,,,1999-2013,,0.135,0.096,N/A,N/A,N/A,N/A,↑ harmful,N/A,N/A,"gun ownership levels, socioeconomic factors, urbanization levels","data limitations, misclassification of homicides","SYG law has differential impacts on gun deaths depending on the degree of urbanization. significant increase in gun deaths in cities/urban centers, no measurable impact on gun deaths in smaller urban areas",,,,Firearm policy / legal change,Other firearm policy/legal,System: policy change (access-restricting/regulatory),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,estimate of impact on SYG law on net gun deaths central cities level,table 3,firearm mortality,...,,,,,...,,0.43,0.211,N/A,N/A,N/A,N/A,↑ harmful,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,estimate of impact on SYG law on net gun deaths suburb level,table 4,firearm mortality,...,,,,,...,,0.229,0.112,N/A,N/A,N/A,N/A,↑ harmful,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,estimate of impact on SYG law on net gun deaths smaller urban area level,table 5,firearm mortality,...,,,,,...,,-0.004,0.03,N/A,N/A,N/A,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,estimate of impact on SYG law on net gun deaths rural level,table 6,firearm mortality,...,,,,,...,,-0.107,0.099,N/A,N/A,N/A,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,estimate of impact on SYG law on net gun deaths country level level,table 9,firearm mortality,...,,,,,...,,-0.391,0.147,N/A,N/A,N/A,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1097/TA.0000000000003445,201,Neufeld 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1002/bin.1942,202,Novotny 2023,"Novotny, MA;  Miltenberger, RG;  Baruni, RR;  Maxfield, TC;  Larson, V;  Yampolskaya, S",2023,USA - Florida and Texas,N/A,Research Article,Posttest-only group,State,assessments occured within one week of training,N/A,N/A,Within participants homes,Adults and their children,,18 child parent dyads,Behavioral Skills Training and In Situ Training,behavioral,,,"web-based training for parents to conduct BST including videos, instructions, modeling, rehearsal, and feedabck","Instructions, modeling, erhearsal, feedback, and in situ training",One BST session lasting 10-15 minutes; IST conducted as needed,Yes,procedural fidelity was assessed for 88% of parent training sessions. ,Control group received no BST training,Chi-square test,"Assessment 1, intervention vs. control",Table 1,firearm behaviors and attitudes,Safety scor on a 0-3 scale,,,,,Baseline -> post intervention,,2.89-0.78,N/A,N/A,N/A,N/A,"2.98(assessment 1, intervention) 0.78 (assessment 1, control)",↓ beneficial,N/A,N/A,N/A,Low procedural fideltiy; need for researcher support;sibling concerns; time commitment,"overall, parent-implemented BST delivered through a web-based platform is effective in teaching firearm safety skills to children",,,,Clinical counseling / screening,Clinical counseling / screening / decision support,Service: clinical counseling/screening (behavior change),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Assessment 2, intervention vs. control",...,firearm behaviors and attitudes,...,,,,,...,,2.3-2.43,N/A,N/A,N/A,N/A,"3.0 (assesssment 2, intervention) 2.42 (assessment 2, control)",↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.2105/ajph.81.5.576,203,O'Carroll 1991,O'Carroll PW; Loftin C; Waller JB Jr; McDowall D; Bukoff A; Scott RO; Mercy JA; Wiersema B,1991,USA - Detroit,N/A,Jouranl Article,Interrupted time-series analysis,City,1980-1987,N/A,N/A,Urban,Homicide victims in detroit,"homicide per 100,000",,Police intervention,policing,,,Ordinance requiring  mandatory jail sentences and fines for unlawfully carrying firearms,mandatory sentencing provisions for firearm violations,N/A,Yes,"Ordinance was passed, but largely unenforced due to administrative constraints",homicide rates before implementation,Interrupted time-series analysis,Homicide series;inside,Appendix,overall homicide mortality,"homicide per 100,000",,,,,pre vs. post-intervention,,5.798,N/A,N/A,N/A,0.0058,mean number homicides = 25.95,↑ harmful,N/A,N/A,N/A,Publicity of wave of youth homicides before study may have influenced behavior,,,,,Firearm policy / legal change,Other firearm policy/legal,System: policy change (access-restricting/regulatory),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Homicide series;outside,...,overall homicide mortality,...,,,,,...,,2.086,N/A,N/A,N/A,0.4179, mean number homicides = 20.83,↑ harmful,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Homicide series; nonfirearm,...,non-firearm homicide mortality,...,,,,,...,,2.524,N/A,N/A,N/A,0.0703,mean number homicides = 15.56,↑ harmful,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Homicide series; firearm,...,firearm homicide mortality,...,,,,,...,,4.109,N/A,N/A,N/A,0.238,mean number homicides = 31.42,↑ harmful,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.18043/001c.81268,204,O'Hare 2023,O'Hare K; Eichner B; Moses J,2023,USA - North Carolina,North Carolina Institute of Medicine and The Duke Endowment,Invited commentary,quality improvement study; interupted time seiries,State,15 months,N/A,N/A,Pediatric primary care practices within Duke Health System,Pediatric patients aged 0-21 and their families,"number of firearm-safety counseling at 13,004 WCC visits","13,004 WCC visits included firearm safety counseling",N/A,n/a,,,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1136/ip-2022-044719,205,Oliphant 2022,Oliphant SN,2022,USA - Wisconsin,N/A,Journal Article,synthetic control analyses ,state,"1999-2020 study period, 2015-2020 post-intervention analysis",N/A,N/A,Mixed,Wisconsin residents,"suicide rates per 100,000",Population of Wisconsin between 1999-2020,Policy change,legislation,,,Repeal of Wisconsin's 48-hour handgun purchase waiting period in 2015,removal of mandatory waiting period for handgun purchases,N/A,No,N/A,"Synthetic control states (CA, IL,IA,MN)","handgun suicide per 100,000",Estimated treatment effect,"Text (firearm suicide, pg. 582)",overall suicide mortality,"suicide per 100,000",,,,,after waiting period repeal,,0.45,N/A,N/A,N/A,N/A,N/A,↑ harmful,N/A,N/A,N/A,difficulty in identifying high-risk individuals;  impulsive nataure of suicide attempts,translates to additional 2.6 additional firearm suicide per year,,,,Firearm policy / legal change,Waiting periods,System: policy change (access-expanding/permissive),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.18294/sc.2019.1690,206,Otamendi 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1136/ip.2003.004150,207,Ozanne-Smith 2004,Ozanne-Smith J; Ashby K; Newstead S; Stathakis VZ; Clapperton A,2004,Australia,"Victorian Department of Human Services, Victorian Health Promotion Foundation, Monash University Accident Research Centre Strategic Development Program",Article,Quasi-experiemental,states,1979-2000,N/A,N/A,Mixed,Australia's population of 19.8 million,"firearm related death per 100,000",Australia's population,Legislative ,legislation,,,tightened firearm regulations in Victoria and nationwide,"Ban on certain firearms, buyback schemes, licensing requirements, storage regulations, safety training",N/A,No,N/A,Trends in firearm-related deaths in the rest of Australia,,change in average annual frequency between different periods; 1 and 2 suicide,Table 3,firearm suicide mortality,"firearm related death per 100,000",,,,,1979-87,,-42,N/A,N/A,N/A,N/A,N/A,↓ beneficial,N/A,N/A,"National Firearm Amnesty and Buyback scheme, publicit and advocacy","resistance from states, variation in state laws",significant declines in firearm related deaths in Victoria and the rest of Australia,,,,Firearm policy / legal change,Other firearm policy/legal,System: policy change (access-restricting/regulatory),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,....assault,...,firearm homicide mortality,...,,,,,...,,-8.6,N/A,N/A,N/A,N/A,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,....unintentional,...,firearm unintentional mortality,...,,,,,...,,-3.6,N/A,N/A,N/A,N/A,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...total,...,firearm mortality,...,,,,,...,,-56,N/A,N/A,N/A,N/A,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...2 and 3,...,firearm mortality,...,,,,,...,,-30.2,N/A,N/A,N/A,N/A,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...assault,...,firearm homicide mortality,...,,,,,...,,-5.9,N/A,N/A,N/A,N/A,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...unintentional,...,firearm unintentional mortality,...,,,,,...,,1.9,N/A,N/A,N/A,N/A,N/A,↑ harmful,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,....total,...,firearm mortality,...,,,,,...,,-36.1,N/A,N/A,N/A,N/A,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...1 and 3,...,firearm mortality,...,,,,,...,,-72.2,N/A,N/A,N/A,N/A,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...assault,...,firearm homicide mortality,...,,,,,...,,-14.5,N/A,N/A,N/A,N/A,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...unintentional,...,firearm unintentional mortality,...,,,,,...,,-1.7,N/A,N/A,N/A,N/A,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...total,...,firearm mortality,...,,,,,...,,-92.1,N/A,N/A,N/A,N/A,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1177/08862605221078811,208,Pallin 2022,"Pallin, Wright, Tomsich, Wintemute, Stewart, Kagawa",2022,California,"National Institute on Alcohol Abuse and Alcoholism (grant no. 1R01AA023551-01A1), the California Wellness Foundation (grant no. 2014-255), and the Heising-Simons Foundation (grant no. 2016-219).",Journal Article,"retrospective, longitudinal cohort design",Individuals,2001-2013,N/A,N/A,"Mixed (Urban, suburban, rural)",Legal handgun purchasers in California between the ages 21 and 49,"1,601 individuals had IPV charge during follow-up period; 156 of those had pre-purchase drug charges","79,678",N/A,n/a,,,N/A,N/A,N/A,N/A,N/A,Those with no criminal history or only non-drug charges,Cox proportional hazards regression analysis,drug charges only,Table 4,crime,being charged with IPV 10 days after firearm purchase,,,,,"Follow-up from 10 days post purchase through December 31, 2013",,aHR= 3.4,N/A,2.4,4.9,p<.001,N/A,↑ harmful,"yes, type of drug, use charge or sale charge, number of charges, time between purchase and most recent charge","subgroups at greatest risk were those with other drug offenses, use charges, and those whose most recent druge charge was more than two years from index purchase",California has stricter than normal gun laws,"drug arrests and convictions are subject to racial bias, no study subject could have been convicted of a felony, nor subject to any other federal firearm prohibition.",,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,non-drug charges only,,crime,...,,,,,...,,aHR= 3.4,N/A,3.1,3.8,p<.001,N/A,↑ harmful,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,drug&non-drug charges,,crime,...,,,,,...,,aHR= 4.9,N/A,4.9,6,p<.001,N/A,↑ harmful,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1002/bsl.2175,209,Parker 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1016/j.jss.2024.04.078,210,Paul 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1016/j.healthplace.2023.102969,211,Pear 2023,Pear VA; Wintemute GJ; Jewell NP; Ahern J,2023,USA - California,"National Collaborative on Gun Violence Research, Heising-Simons Foundation, Eunice Kennedy Shriver National Institute of Child Health and Human Development, National Institutes of Health office of the Director, California Firearm Violence Research Center at UC Davis",Journal article,Population-based weighted case-control study,County,January 2005-September 2015,N/A,N/A,Mixed,California residents,"monthly marginal risk differencs per 100,000","84,356",community-level firearm and alcohol availability,place-based,,,"analysis of firearm dealer density, firearm sales density, alcohol outlet density",,N/A,N/A,N/A,"high and low densities of firearm dealers, firearm sales, alcohol outlets",Case control-weighted g-computation,12-month firearm dealer/sales ensity: Non-pawn dealers 1,Table 2,firearm suicide mortality,"per 100,000",,,,,12 months,,0.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"outcome misclassification, limited variation in exposure, residual confounding, generlizability, limited long gun data","reducing firearm sales density could be an effective strategy for mitigatin firearm self-harm, especially for those at greatest risk",,,,Exposure/measurement (not a discrete intervention),Background checks / permits to purchase / sales regulation,Program: address violence risk factors (substance/psychosocial),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-month firearm dealer/sales ensity: Non-pawn dealers 2,...,firearm suicide mortality,...,,,,,...,,0.4,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-month firearm dealer/sales ensity: Non-pawn dealers 3,...,firearm suicide mortality,...,,,,,...,,0.54,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-month firearm dealer/sales density: pawn dealers 1,...,firearm suicide mortality,...,,,,,...,,0.29,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-month firearm dealer/sales density: pawn dealers 2,...,firearm suicide mortality,...,,,,,...,,0.4,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-month firearm dealer/sales density: pawn dealers 3,...,firearm suicide mortality,...,,,,,...,,0.56,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-month firearm dealer/sales density: firearm sales 1,...,firearm suicide mortality,...,,,,,...,,0.33,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-month firearm dealer/sales density: firearm sales 2,...,firearm suicide mortality,...,,,,,...,,0.41,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-month firearm dealer/sales density: firearm sales 3,...,firearm suicide mortality,...,,,,,...,,0.49,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-month alcohol outlet density: off premise outlest 1,...,firearm suicide mortality,...,,,,,...,,0.35,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-month alcohol outlet density: off premise outlest 2,...,firearm suicide mortality,...,,,,,...,,0.38,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-month alcohol outlet density: off premise outlest 3,...,firearm suicide mortality,...,,,,,...,,0.5,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-month alcohol outlet density: bar/pub 1,...,firearm suicide mortality,...,,,,,...,,0.36,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-month alcohol outlet density: bar/pub 2,...,firearm suicide mortality,...,,,,,...,,0.38,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12-month alcohol outlet density: bar/pub 3,...,firearm suicide mortality,...,,,,,...,,0.49,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1097/EDE.0000000000001670,212,Pear 2023,"Pear, Wintemute, Jewell, Cerda, Ahern",2023,California,N/A,Journal Article,density-sampled case-control,Zip Code Tabulation Area and County Level,"January 2005-September 2015 (10 years, 9 months)",N/A,N/A,"Mixed (Urban, Suburban, Rural)","All residents with a fatal or nonfatal firearm assault injury(cases, 67,850) + controls (268,122)","firearm assault per 100,000 people",335972 (cases+controls),Community-based (environmental),place-based,,,Community-level firearm dealer and alcohol outlet densities,"Pawn firearm dealers, nonpawn firearm dealers, off-premises alcohol outlets, bars/pubs",,no,N/A,Low density areas (lowest observed values in each county/ZCTA),case–control-weighted G-computation,Firearm assault injury non-pawn dealers,...,firearm injury,"Fatal or nonfatal firearm assault injury per 100,000 per month",,,,,monthly over study period,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Yes, black boys and men between the ages of 15 and 39","Yes, effects varied by by this demographic group, with larger effects",California firearm policy environment,N/A,,,,,Exposure/measurement (not a discrete intervention),Background checks / permits to purchase / sales regulation,Program: address violence risk factors (substance/psychosocial),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Firearm assault injury pawn dealers,,firearm injury,...,,,,,...,,RD = 0.06,N/A,0.05,0.08,N/A,N/A,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Firearm assault injury alcohol off premises/alcohol outlets,,firearm injury,...,,,,,...,,RD = 0.01,N/A,0.01,0.03,N/A,N/A,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,...,Firearm assault injury bar/pub outlets,,firearm injury,...,,,,,...,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1350/ijps.2013.15.3.315,213,Phillips 2013,"Phillips, S.W.; Kim, D.-Y.; Sobol, J.J.",2013,USA,N/A,Journal article,interrupted time-series analysis,City - Buffaly NY,"7 years for violent crime data, 11 years for homicide data",N/A,N/A,Urban,Buffalo NY residents,incidents per month,"83 observations for non-homicide crimes, 144 observations for homicide crimes",Behavioral - gun buyback program,legislation,,,"pre-paid bank cards given for surrendered firearms ""no questions asked"", annual events",financial compensation for surrendered firearms; public promotion via advertising and billboards; buy-back locations at neighborhood churches,"annual events, cards ranging from $10-$100 depending on gun",N/A,N/A,non-gun crimes,pre - post intervention means,total gun crime change in level,Table 1,firearm crime,mean,,,,,2006-2012,,-8.53,N/A,N/A,N/A,N/A,N/A,↓ beneficial,N/A,N/A,N/A,"quality of surrendered weapons, lack of data on surrendered weapons, public awareness and time lag, symbolic nature of the program",findings align with prior research showing gun buy-back programs have minimal effectiveness in reducing violent crime,,,,Firearm policy / legal change,Other firearm policy/legal,System: policy change (access-restricting/regulatory),
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gun homicide change in level,...,firearm homicide mortality,mean,,,,,...,,-0.68,N/A,N/A,N/A,N/A,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gun robbery change in level,...,firearm crime,mean,,,,,...,,-2.79,N/A,N/A,N/A,N/A,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gun assault change in level,...,firearm crime,mean,,,,,...,,-5.07,N/A,N/A,N/A,N/A,N/A,↓ beneficial,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1136/injuryprev-2014-041413,214,Pierce 2015,"Pierce, G. L. et al. ",2015,United States - National (California focus),"Research grant from the National Institute of Justice, 
US Department of Justice",Journal article ,Survival Analysis (Cox proportional hazards),Traced firearms ,Recoveries from 2003-2006 (Time-to-crime up to 20 years),N/A,N/A,Mixed,"ATF‐traced firearms recovered by law enforcement (N= 840863 requests; 493688 successfully traced). Traced firearms where the gun purchaser and possessor where different individuals, N = 228305. ","Mean time-to-crime =12.2 years for California traced firearms,  9.8 years for traced firearms in other US states. ",225 392 traced firearms,Legislation,legislation,,,"State‐level firearms purchase and registration laws (four legal contexts) and California’s unique dealer‐regulation regime (thumbprint ID, electronic processing, routine inspections) to prevent/slow rapid illegal firearm diversion","Purchase laws, Registration laws, California-only dealer requirements ",Dummy variable exposures to the state law context: purchase or regisration laws only; purchase and regisration laws only; California special laws,Yes (ATF),"ATF records captured all firearmrecoveries; Legal enforcement from CA Bureau of Firearms, Law coding ",States with no purchase and no registration laws,Cox proportional hazards,Gun law—either a purchase or registration law,Table 2 ,firearm crime,HR of recovery (shorter time-to-crime) if state has purchase OR registration law,,,,,2003-2006,,0.937,0.005,0.927,0.948,0,N/A,↓ beneficial,No ,N/A,N/A,Right censoring at 20 years ,"California regime yieleded the largest delay in time to crime; active dealers, pawnshops, younger posessors, and in state purchasses accelerated time to crime. Greater purchaser-posessor distance/age difference, female posesser, and comprehensive tracing delayed time to crime ",,"these should be recorded as separate interventions, not separate outcomes, with time to crime being the outcome name (what is currently in outcome name should be the interventions)",check,Firearm policy / legal change,Background checks / permits to purchase / sales regulation,System: policy change (access-restricting/regulatory),
